ID,left caudal anterior cingulate,left caudal middle frontal,left cuneus,left entorhinal,left fusiform,left inferior parietal,left inferior temporal,left isthmus cingulate,left lateral occipital,left lateral orbitofrontal,left lingual,left medial orbitofrontal,left middle temporal,left parahippocampal,left paracentral,left pars opercularis,left pars orbitalis,left pars triangularis,left pericalcarine,left postcentral,left posterior cingulate,left precentral,left precuneus,left rostral anterior cingulate,left rostral middle frontal,left superior frontal,left superior parietal,left superior temporal,left supramarginal,left transverse temporal,left insula,right caudal anterior cingulate,right caudal middle frontal,right cuneus,right entorhinal,right fusiform,right inferior parietal,right inferior temporal,right isthmus cingulate,right lateral occipital,right lateral orbitofrontal,right lingual,right medial orbitofrontal,right middle temporal,right parahippocampal,right paracentral,right pars opercularis,right pars orbitalis,right pars triangularis,right pericalcarine,right postcentral,right posterior cingulate,right precentral,right precuneus,right rostral anterior cingulate,right rostral middle frontal,right superior frontal,right superior parietal,right superior temporal,right supramarginal,right transverse temporal,right insula
OASIS-TRT-20-11,1.21438,1.24774,0.935824,1.26393,1.15252,1.19397,1.31393,1.06415,1.11408,1.09298,1.00951,0.91179,1.31142,1.04341,1.0985,1.17308,1.09779,1.16344,0.938973,1.04024,1.21775,1.21832,1.11666,1.04576,1.13027,1.2857,1.02979,1.43349,1.26459,0.928735,1.39703,1.22958,1.14986,0.979358,1.24957,1.18148,1.21197,1.24473,1.13847,1.14769,1.17784,1.03844,0.971461,1.2695,1.08925,1.05391,1.11482,1.1497,1.19951,0.952021,1.0314,1.10233,1.18861,1.15283,1.10445,1.12167,1.24848,1.02401,1.35505,1.21509,0.894093,1.36775
OASIS-TRT-20-12,1.14252,1.15366,0.770823,1.29078,1.15359,1.05971,1.34516,1.04413,1.05297,1.11427,0.935004,1.04336,1.30277,0.946441,1.07901,1.1143,1.07621,1.0368,0.792092,1.06456,1.04944,1.13579,1.02395,1.15653,1.08699,1.23158,0.971406,1.22269,1.18538,0.82638,1.24524,1.12345,1.1414,0.735587,1.28493,1.11013,1.1549,1.16052,1.0224,1.05438,1.27308,0.993384,1.01134,1.28291,1.01234,1.00189,1.09407,1.1117,1.03553,0.808456,0.898792,1.02047,1.08862,1.02201,1.14129,1.05281,1.21146,1.00664,1.22768,1.14529,0.83165,1.29523
OASIS-TRT-20-13,1.24699,1.32019,0.895886,1.38728,1.21837,1.25296,1.3327,1.01691,1.07181,1.18559,0.979408,1.0675,1.37216,1.12412,1.08166,1.21362,1.16402,1.15213,0.816778,0.979688,1.15922,1.15437,1.06019,1.11815,1.24883,1.31815,1.09168,1.35218,1.23368,0.930556,1.32104,1.04313,1.15486,0.849911,1.30878,1.11169,1.25373,1.33057,1.07493,1.18311,1.31723,0.9625,1.01547,1.38088,1.11529,0.913778,1.15422,1.20446,1.05767,0.844503,0.908861,1.12988,1.11014,1.07584,1.21709,1.18271,1.32665,1.08931,1.38363,1.16575,0.873575,1.33472
OASIS-TRT-20-14,1.00837,1.11852,0.842253,1.43252,1.04773,1.13455,1.269,1.02241,1.0297,1.27337,1.00341,0.977456,1.25182,1.12563,0.990979,1.24284,1.13386,1.04469,0.832094,0.969465,1.00795,1.20548,0.995747,1.16493,1.06052,1.22325,0.976753,1.31215,1.17695,0.862429,1.45334,1.22928,1.08233,0.851221,1.38173,1.09787,1.0969,1.28818,1.01824,1.03022,1.27976,0.987893,1.10917,1.25072,1.25901,1.02513,1.15903,1.07729,1.09736,0.798972,0.831219,1.03959,1.14416,1.0317,1.22989,1.11288,1.19004,0.970644,1.28282,1.1294,0.896465,1.46783
OASIS-TRT-20-15,1.00232,1.20221,0.837811,1.31215,1.15709,1.18217,1.38199,1.01549,1.07624,1.09664,0.965736,0.935381,1.24713,1.19774,1.00813,1.2532,1.17039,1.12121,0.8291,0.956429,1.0798,1.20663,1.05629,1.07275,1.13488,1.25091,1.02379,1.31159,1.20511,0.9375,1.4387,1.06731,1.18091,0.884142,1.18612,1.12214,1.19131,1.23819,0.938444,1.15826,1.17681,1.01614,0.972651,1.24953,1.12872,0.983423,1.10931,1.15069,1.03618,0.8547,0.936451,1.03798,1.1455,1.0236,1.05215,1.03274,1.25384,1.06658,1.28388,1.16079,0.865753,1.3974
OASIS-TRT-20-16,1.29086,1.20035,0.881075,1.32835,1.18478,1.198,1.26765,1.05756,1.0796,1.24429,0.97526,1.17879,1.32458,0.93578,1.10956,1.25019,1.23304,1.15906,0.845055,1.04024,1.15894,1.20642,1.13289,1.30584,1.17322,1.29589,1.03568,1.3436,1.23595,0.990924,1.46958,1.19708,1.18798,0.98778,1.47735,1.10993,1.1802,1.22476,1.09091,1.17478,1.36133,1.05624,1.1379,1.3705,0.947128,1.1171,1.20468,1.10832,1.1066,0.848879,0.988952,1.08938,1.18098,1.16859,1.32195,1.09584,1.31389,1.01724,1.45415,1.27821,0.93268,1.41027
OASIS-TRT-20-17,1.30093,1.18837,0.902585,1.39461,1.14527,1.12782,1.32122,1.09736,1.11963,1.252,1.01359,0.972202,1.19591,1.12427,1.14145,1.22532,1.06621,1.10866,0.881791,1.01183,1.24823,1.27444,1.05102,1.13282,1.16469,1.35758,1.02155,1.3773,1.22271,1.00871,1.4785,1.2288,1.21913,0.88564,1.34203,1.10631,1.17424,1.28955,1.05259,1.16692,1.32042,1.14225,1.14548,1.3107,1.16548,1.07382,1.25981,1.00753,1.20487,0.760737,1.05738,1.15444,1.23626,1.08949,1.1438,1.16331,1.31591,1.03962,1.35165,1.15103,0.985547,1.49391
OASIS-TRT-20-18,1.20295,1.21093,0.855507,1.31267,1.26926,1.21589,1.40229,1.08712,1.12754,1.20858,1.02747,1.10233,1.28014,1.08528,1.12131,1.30598,1.13549,1.1971,0.701686,1.07058,1.14424,1.29188,1.14833,1.19656,1.23763,1.3679,1.10617,1.36046,1.2803,1.02529,1.45474,1.16955,1.15083,0.906726,1.35803,1.18927,1.2759,1.35754,1.02214,1.18954,1.2964,1.07357,1.10733,1.28753,1.03487,1.03281,1.12016,1.06356,1.18176,0.900168,1.02558,1.12802,1.19112,1.14938,1.16227,1.13396,1.28163,1.10839,1.36406,1.29599,0.94228,1.40945
OASIS-TRT-20-19,1.1016,1.14676,0.853093,1.20616,1.21226,1.22721,1.2873,1.0767,1.09768,1.18065,0.970242,1.06794,1.39576,1.16891,1.12021,1.13239,1.1394,1.2332,0.827251,1.04891,1.04935,1.24124,1.14102,1.13922,1.16701,1.32138,1.02075,1.29166,1.31613,1.03368,1.28173,1.11904,1.23679,0.887458,1.26796,1.12722,1.16895,1.27617,1.00513,1.16264,1.25268,1.01105,1.10189,1.33218,1.06276,1.04314,1.12988,1.0975,1.12737,0.87017,1.06901,1.15402,1.22669,1.14543,1.14514,1.08738,1.35324,1.04969,1.37089,1.31227,1.00612,1.30269
OASIS-TRT-20-20,1.24588,1.19917,0.83245,1.31207,1.16273,1.17404,1.29637,1.09187,1.1107,1.16189,0.887637,1.02357,1.26079,1.24171,1.15518,1.14392,1.05974,1.09694,0.769565,0.892777,1.08372,1.26614,1.08215,1.15568,1.14973,1.25926,1.0267,1.33643,1.20716,0.906493,1.44619,1.23016,1.13724,0.857806,1.38869,1.08971,1.25556,1.26101,0.963762,1.07432,1.19813,1.02533,1.10039,1.28036,1.10744,1.07201,1.14412,1.20551,1.10914,0.750444,0.835455,1.17133,1.16536,1.15484,0.980439,1.12851,1.26733,1.05199,1.23975,1.20198,0.883114,1.42192
