ID,left caudal anterior cingulate,left caudal middle frontal,left cuneus,left entorhinal,left fusiform,left inferior parietal,left inferior temporal,left isthmus cingulate,left lateral occipital,left lateral orbitofrontal,left lingual,left medial orbitofrontal,left middle temporal,left parahippocampal,left paracentral,left pars opercularis,left pars orbitalis,left pars triangularis,left pericalcarine,left postcentral,left posterior cingulate,left precentral,left precuneus,left rostral anterior cingulate,left rostral middle frontal,left superior frontal,left superior parietal,left superior temporal,left supramarginal,left transverse temporal,left insula,right caudal anterior cingulate,right caudal middle frontal,right cuneus,right entorhinal,right fusiform,right inferior parietal,right inferior temporal,right isthmus cingulate,right lateral occipital,right lateral orbitofrontal,right lingual,right medial orbitofrontal,right middle temporal,right parahippocampal,right paracentral,right pars opercularis,right pars orbitalis,right pars triangularis,right pericalcarine,right postcentral,right posterior cingulate,right precentral,right precuneus,right rostral anterior cingulate,right rostral middle frontal,right superior frontal,right superior parietal,right superior temporal,right supramarginal,right transverse temporal,right insula
OASIS-TRT-20-11,2657.33,6493.33,4622.67,1914.67,8049.33,10214.7,8905.33,2120,8880,5965.33,7637.33,3850.67,9980,1820,3282.67,5542.67,2205.33,3134.67,2714.67,11084,4496,11964,9414.67,3350.67,11013.3,19944,10650.7,13953.3,10186.7,1454.67,4486.67,2089.33,5109.33,5232,1537.33,7064,13061.3,9170.67,3117.33,10465.3,7229.33,8098.67,3842.67,9913.33,1804,4037.33,5501.33,2469.33,4885.33,3133.33,11965.3,3198.67,10100,9646.67,2457.33,10348,20388,9941.33,12984,8069.33,1117.33,4688
OASIS-TRT-20-12,2940,5705.33,5570.67,1634.67,6261.33,7620,8589.33,2417.33,11724,6986.67,7513.33,3766.67,11230.7,1985.33,3936,3972,2418.67,6168,2613.33,14089.3,2858.67,11306.7,10589.3,3330.67,10196,21149.3,10212,11434.7,9929.33,1086.67,4624,2897.33,5580,3677.33,1460,7297.33,11170.7,9600,2246.67,11788,6989.33,7104,4966.67,9968,1890.67,2993.33,3944,2557.33,2917.33,2720,11096,3908,11062.7,10845.3,2977.33,13216,20704,13049.3,10678.7,8576,1188,4488
OASIS-TRT-20-13,2213.33,6373.33,4716,1792,6292,10686.7,8972,1952,9850.67,6370.67,5649.33,4400,8980,1708,3841.33,2629.33,2601.33,3760,2396,9173.33,2834.67,11405.3,7382.67,2262.67,7413.33,19702.7,12306.7,10282.7,7738.67,1008,3632,1484,5006.67,3753.33,1480,5974.67,8933.33,7749.33,1797.33,12916,6494.67,6240,3405.33,9528,1648,3077.33,4980,2422.67,2844,2158.67,8982.67,3890.67,10601.3,7669.33,3160,8976,21200,11166.7,10948,8000,1286.67,3600
OASIS-TRT-20-14,1950.67,6018.67,3924,1422.67,6250.67,9478.67,8913.33,2305.33,12030.7,6332,6653.33,2972,8796,1597.33,3104,2698.67,2313.33,3386.67,2241.33,9737.33,2810.67,9673.33,8073.33,2680,8856,20101.3,11069.3,12164,8565.33,702.667,3793.33,2541.33,5753.33,5186.67,1437.33,5824,11282.7,7700,2210.67,12650.7,5993.33,8314.67,3664,10149.3,1701.33,3674.67,2997.33,1802.67,3328,2593.33,8249.33,2669.33,9810.67,7465.33,1873.33,8333.33,20057.3,12649.3,10604,6365.33,792,3792
OASIS-TRT-20-15,1577.33,4805.33,3052,1442.67,6138.67,8457.33,7228,2388,9496,5888,7782.67,3657.33,10669.3,1766.67,3157.33,5522.67,2236,1716,2073.33,8109.33,3174.67,9830.67,7153.33,2277.33,8556,19824,10241.3,11581.3,9230.67,1349.33,3898.67,1664,6036,3846.67,1268,6634.67,9297.33,8662.67,2382.67,9981.33,6581.33,7353.33,3108,7825.33,1613.33,3217.33,3888,3192,3546.67,2397.33,10008,2545.33,8657.33,8106.67,2512,7484,19698.7,9893.33,11030.7,7794.67,1045.33,3557.33
OASIS-TRT-20-16,3777.33,6794.67,4280,1672,7544,8390.67,9025.33,2380,9845.33,6182.67,6548,4573.33,11446.7,2034.67,3401.33,5240,2221.33,5182.67,2777.33,11497.3,4242.67,10501.3,10016,4429.33,8014.67,18862.7,12650.7,12257.3,13717.3,1212,4338.67,2393.33,5358.67,4828,1589.33,6104,14265.3,9613.33,2156,10989.3,6634.67,6217.33,4650.67,12478.7,1973.33,4369.33,5465.33,2068,4809.33,3509.33,8629.33,3032,10146.7,10690.7,1746.67,8006.67,24196,11117.3,9292,10266.7,1089.33,4513.33
OASIS-TRT-20-17,3436,6241.33,4332,1708,6684,8149.33,12876,2732,13140,6988,6624,3717.33,11161.3,2057.33,3921.33,3065.33,2602.67,3273.33,3558.67,10117.3,4134.67,12764,7252,1917.33,13909.3,19064,11861.3,13634.7,9174.67,1148,4510.67,2500,5290.67,5028,1456,8666.67,9992,11133.3,2085.33,10865.3,6186.67,6898.67,4053.33,10444,1964,5070.67,3738.67,1860,4438.67,3725.33,11490.7,3753.33,11648,6462.67,3804,12857.3,20696,14118.7,13434.7,8585.33,853.333,4268
OASIS-TRT-20-18,4130.67,4812,5241.33,1457.33,6318.67,9556,9149.33,1993.33,12592,5922.67,6649.33,4036,8273.33,2517.33,4877.33,4525.33,1764,4958.67,2214.67,10153.3,3300,11008,9193.33,2962.67,12878.7,18448,11845.3,15493.3,8812,1700,4772,2200,5324,4728,1768,5741.33,10450.7,8732,2168,11760,6566.67,5133.33,3084,11342.7,2208,3769.33,4338.67,1652,5602.67,2384,9826.67,3148,9816,9494.67,2348,10881.3,23377.3,11409.3,12336,10813.3,941.333,4804
OASIS-TRT-20-19,1794.67,4090.67,3492,1330.67,5644,10546.7,6577.33,1977.33,8217.33,4950.67,6116,3934.67,10860,1833.33,3338.67,1961.33,1736,2976,2265.33,10441.3,2465.33,10534.7,7925.33,2672,9712,17562.7,7726.67,10674.7,7994.67,1029.33,3940,1593.33,4821.33,3572,1448,5636,10137.3,8202.67,1948,8993.33,7468,5550.67,3484,10148,1896,2974.67,3280,1490.67,3580,2588,10197.3,2188,9194.67,8370.67,1688,8465.33,17205.3,7814.67,10208,8565.33,925.333,3644
OASIS-TRT-20-20,2101.33,4557.33,4026.67,1170.67,9633.33,7697.33,6742.67,1901.33,10352,7604,4141.33,2814.67,10229.3,1769.33,4390.67,4625.33,2237.33,2530.67,1993.33,10660,2568,10634.7,8378.67,4792,8996,15373.3,10498.7,12630.7,9937.33,1201.33,4144,1730.67,4372,4090.67,1302.67,7253.33,11389.3,9322.67,1637.33,9204,6618.67,6436,3616,10212,1936,4425.33,3869.33,1813.33,3530.67,2254.67,8273.33,2860,10480,7054.67,1397.33,9970.67,21172,11848,9721.33,9613.33,1314.67,3932
