ID,left caudal anterior cingulate,left caudal middle frontal,left cuneus,left entorhinal,left fusiform,left inferior parietal,left inferior temporal,left isthmus cingulate,left lateral occipital,left lateral orbitofrontal,left lingual,left medial orbitofrontal,left middle temporal,left parahippocampal,left paracentral,left pars opercularis,left pars orbitalis,left pars triangularis,left pericalcarine,left postcentral,left posterior cingulate,left precentral,left precuneus,left rostral anterior cingulate,left rostral middle frontal,left superior frontal,left superior parietal,left superior temporal,left supramarginal,left transverse temporal,left insula,right caudal anterior cingulate,right caudal middle frontal,right cuneus,right entorhinal,right fusiform,right inferior parietal,right inferior temporal,right isthmus cingulate,right lateral occipital,right lateral orbitofrontal,right lingual,right medial orbitofrontal,right middle temporal,right parahippocampal,right paracentral,right pars opercularis,right pars orbitalis,right pars triangularis,right pericalcarine,right postcentral,right posterior cingulate,right precentral,right precuneus,right rostral anterior cingulate,right rostral middle frontal,right superior frontal,right superior parietal,right superior temporal,right supramarginal,right transverse temporal,right insula
OASIS-TRT-20-11,1.16159,1.23373,0.863257,1.22027,1.08215,1.11143,1.25276,0.990541,1.02678,1.06789,0.975392,0.888263,1.23735,0.963924,1.06919,1.14445,1.09872,1.13382,0.883326,0.994734,1.1778,1.16551,1.06542,1.02756,1.10352,1.2602,0.997117,1.35322,1.2254,0.848125,1.33734,1.18919,1.09999,0.916407,1.20062,1.10484,1.1654,1.19631,1.06874,1.08701,1.11494,0.945329,0.923963,1.21575,1.04257,1.02229,1.10091,1.09248,1.17749,0.881558,1.00563,1.07013,1.16881,1.08584,1.0888,1.09729,1.21907,0.985734,1.32238,1.18712,0.845318,1.3213
OASIS-TRT-20-12,1.10988,1.13602,0.728276,1.25833,1.09707,1.02128,1.26639,1.00685,1.01821,1.08103,0.884949,1.03534,1.26902,0.906471,1.06121,1.09429,1.06355,1.03119,0.740009,1.04954,1.00613,1.11942,0.999784,1.14433,1.07454,1.21631,0.964313,1.20515,1.16883,0.797647,1.19771,1.09036,1.1184,0.693197,1.25984,1.06754,1.14349,1.11769,0.97693,1.02691,1.24944,0.909405,0.984987,1.27322,0.966433,1.0022,1.08,1.08913,1.02414,0.737162,0.892172,0.977221,1.07435,0.988322,1.12899,1.04528,1.2013,0.989467,1.21981,1.13931,0.834344,1.2598
OASIS-TRT-20-13,1.18869,1.28242,0.861528,1.37804,1.16614,1.20288,1.28238,0.986193,1.03476,1.16359,0.909915,1.0345,1.30445,1.07238,1.05285,1.15586,1.1149,1.12409,0.774245,0.952285,1.11352,1.1241,1.03419,1.08182,1.20078,1.29469,1.07375,1.29423,1.19049,0.881807,1.21312,1.02219,1.11898,0.799319,1.26367,1.06585,1.21242,1.28468,1.01505,1.14366,1.27899,0.907549,0.964446,1.35012,1.05356,0.902878,1.11672,1.18521,1.0348,0.793269,0.889368,1.08806,1.0931,1.02617,1.19709,1.14684,1.30506,1.07627,1.35748,1.136,0.815217,1.28289
OASIS-TRT-20-14,0.96401,1.11045,0.810314,1.42402,1.03331,1.12069,1.23653,0.997193,1.01777,1.25614,0.963208,0.970044,1.22138,1.06779,0.994642,1.23248,1.11711,1.03639,0.814423,0.974434,1.00317,1.20577,0.989887,1.14656,1.04984,1.21784,0.9734,1.29026,1.16976,0.824324,1.4088,1.18581,1.07333,0.834132,1.33155,1.04576,1.09309,1.2647,0.9862,1.00333,1.25576,0.945196,1.09033,1.23751,1.20538,1.02452,1.14042,1.08462,1.07396,0.76925,0.830984,0.999277,1.14126,1.00982,1.23157,1.10744,1.1845,0.970625,1.27276,1.13315,0.875205,1.443
OASIS-TRT-20-15,0.954654,1.18656,0.793648,1.28533,1.10483,1.14681,1.33845,0.949139,1.04725,1.09378,0.899296,0.950751,1.21442,1.14514,0.987479,1.22904,1.15449,1.09061,0.781003,0.950987,1.04168,1.19075,1.00616,1.07493,1.11873,1.24098,1.01564,1.27166,1.17974,0.892958,1.3586,1.0101,1.15231,0.856637,1.13249,1.07141,1.15545,1.21521,0.900319,1.12251,1.15278,0.943257,0.953975,1.23795,1.05958,0.956627,1.06715,1.13885,1.04055,0.796679,0.938422,1.00799,1.12739,0.997985,1.04516,1.03302,1.23783,1.04934,1.27882,1.14925,0.825,1.34688
OASIS-TRT-20-16,1.29152,1.21362,0.844737,1.32524,1.17537,1.18948,1.23814,1.02781,1.04517,1.22541,0.942433,1.15895,1.33267,0.957585,1.09669,1.24449,1.21181,1.14748,0.811521,1.03494,1.11917,1.21409,1.1116,1.2777,1.15814,1.29959,1.03451,1.35419,1.22332,0.97516,1.44974,1.19601,1.20324,0.973243,1.4887,1.09889,1.17075,1.21259,1.05407,1.13743,1.32705,1.01939,1.0995,1.36675,0.968089,1.1101,1.22111,1.10941,1.11136,0.810537,0.982532,1.05858,1.17408,1.14483,1.29291,1.0937,1.31037,1.00965,1.47521,1.27607,0.93069,1.37453
OASIS-TRT-20-17,1.26612,1.1644,0.848403,1.34199,1.07997,1.09393,1.26925,1.03194,1.05776,1.22122,0.962462,0.950575,1.17412,1.10776,1.1082,1.1615,1.03401,1.11044,0.847543,0.979826,1.18253,1.23561,1.01241,1.09249,1.13685,1.33107,1.00674,1.34993,1.18775,0.950382,1.40591,1.19086,1.1895,0.86308,1.29152,1.06388,1.15847,1.24869,0.988942,1.13372,1.27728,1.09333,1.1019,1.27847,1.12549,1.05275,1.21501,0.958276,1.17355,0.729814,1.0356,1.083,1.21312,1.06169,1.11234,1.13904,1.29493,1.02737,1.32858,1.12952,0.959909,1.4432
OASIS-TRT-20-18,1.16071,1.19639,0.81905,1.25194,1.23384,1.18949,1.36769,1.02024,1.10543,1.19261,0.961516,1.07788,1.25039,1.03626,1.07948,1.24922,1.11391,1.17146,0.686254,1.04869,1.0908,1.24856,1.12075,1.16416,1.2164,1.34624,1.09405,1.31245,1.25026,0.968312,1.37596,1.1146,1.13488,0.878769,1.34266,1.14076,1.22609,1.33012,0.965398,1.15096,1.26177,1.0186,1.08047,1.25476,1.01434,0.998976,1.08933,1.04239,1.16626,0.810428,1.00481,1.06959,1.16963,1.10402,1.10903,1.11269,1.2559,1.09048,1.3345,1.26314,0.87549,1.34649
OASIS-TRT-20-19,1.08002,1.14201,0.825746,1.19235,1.16964,1.19846,1.25967,1.02657,1.06113,1.173,0.923984,1.05649,1.3782,1.14172,1.11308,1.12804,1.13355,1.227,0.787905,1.0243,1.0329,1.23204,1.11511,1.08993,1.1559,1.31988,1.00318,1.27943,1.28353,0.993116,1.2412,1.06383,1.21972,0.84345,1.27445,1.12694,1.13924,1.26059,0.94747,1.12118,1.22417,0.967497,1.06948,1.32392,1.08011,1.03117,1.11328,1.08063,1.13867,0.822927,1.05411,1.11084,1.20098,1.10782,1.12238,1.08818,1.33156,1.01923,1.37561,1.29089,0.958848,1.26857
OASIS-TRT-20-20,1.21678,1.19891,0.826721,1.29499,1.11855,1.17749,1.25554,1.04092,1.08717,1.13148,0.872633,1.0037,1.25968,1.22707,1.15463,1.10336,1.04806,1.10626,0.732008,0.894073,1.06101,1.26892,1.05839,1.14334,1.13765,1.25123,1.02406,1.31666,1.1958,0.886216,1.39252,1.21407,1.13841,0.850418,1.38701,1.06521,1.22406,1.23691,0.929694,1.0392,1.17571,1.00188,1.06487,1.26413,1.11284,1.06867,1.12857,1.1737,1.12213,0.739461,0.829097,1.16382,1.16029,1.13201,0.977893,1.1048,1.26276,1.05539,1.23724,1.185,0.881381,1.38515
